Clean Feature Name,Center Latitude,Center Longitude,Coordinate System,Distance from the South Pole (km)
﻿Mechnikov,-10.47,-148.99,"Planetographic, +East, -180 - 180",2411.616059232608
﻿Mee,-43.63,-35.19,"Planetographic, +East, -180 - 180",1406.0937591678116
﻿Mees,13.57,-96.18,"Planetographic, +East, -180 - 180",3140.589403429162
﻿Meggers,24.3,122.94,"Planetographic, +East, -180 - 180",3465.9589534802863
﻿Meitner,-10.87,113.1,"Planetographic, +East, -180 - 180",2399.4867190629484
﻿Melissa,8.12,121.78,"Planetographic, +East, -180 - 180",2975.327143617548
﻿Mendel,-48.83,-109.86,"Planetographic, +East, -180 - 180",1248.4123369622346
﻿Mendeleev,5.38,141.17,"Planetographic, +East, -180 - 180",2892.2411634553773
﻿Menelaus,16.26,15.93,"Planetographic, +East, -180 - 180",3222.159216070125
﻿Menzel,3.41,36.94,"Planetographic, +East, -180 - 180",2832.5041631198037
﻿Mercator,-29.25,-26.11,"Planetographic, +East, -180 - 180",1842.1435382670807
﻿Mercurius,46.66,66.07,"Planetographic, +East, -180 - 180",4143.989068964267
﻿Merrill,74.83,-117.45,"Planetographic, +East, -180 - 180",4998.197850412561
﻿Mersenius,-21.49,-49.34,"Planetographic, +East, -180 - 180",2077.452737558481
﻿Meshcherskiy,12.11,125.53,"Planetographic, +East, -180 - 180",3096.3173118099035
﻿Messala,39.31,60.06,"Planetographic, +East, -180 - 180",3921.1124433467694
﻿Messier,-1.9,47.65,"Planetographic, +East, -180 - 180",2671.4871723675697
﻿Metius,-40.42,43.37,"Planetographic, +East, -180 - 180",1503.4317140293313
﻿Meton,73.57,19.63,"Planetographic, +East, -180 - 180",4959.990428878131
﻿Mezentsev,71.77,-129.64,"Planetographic, +East, -180 - 180",4905.408398114662
﻿Michael,25.05,0.21,"Planetographic, +East, -180 - 180",3488.701466298398
﻿Michelson,6.72,-121.55,"Planetographic, +East, -180 - 180",2932.874453023738
﻿Milankovic,76.53,171.35,"Planetographic, +East, -180 - 180",5049.747546133614
﻿Milichius,10.01,-30.23,"Planetographic, +East, -180 - 180",3032.6382759191897
﻿Miller,-39.37,0.78,"Planetographic, +East, -180 - 180",1535.2712319746884
﻿Millikan,46.76,121.52,"Planetographic, +East, -180 - 180",4147.021404006683
﻿Mills,8.54,155.74,"Planetographic, +East, -180 - 180",2988.0629507956905
﻿Milne,-31.0,112.78,"Planetographic, +East, -180 - 180",1789.0776750248197
﻿Mineur,24.67,-161.73,"Planetographic, +East, -180 - 180",3477.178593137221
﻿Minkowski,-56.13,-145.8,"Planetographic, +East, -180 - 180",1027.051878865943
﻿Minnaert,-67.54,178.57,"Planetographic, +East, -180 - 180",681.0624505263972
﻿Mitchell,49.77,20.17,"Planetographic, +East, -180 - 180",4238.294688783373
﻿Mitra,17.76,-154.65,"Planetographic, +East, -180 - 180",3267.6442417063486
﻿Mobius,15.63,101.13,"Planetographic, +East, -180 - 180",3203.0555053029098
﻿Mohorovicic,-18.73,-164.83,"Planetographic, +East, -180 - 180",2161.1451847291332
﻿Moigno,66.27,28.8,"Planetographic, +East, -180 - 180",4738.62997078184
﻿Moiseev,9.44,103.26,"Planetographic, +East, -180 - 180",3015.353966177425
﻿Moissan,4.77,137.45,"Planetographic, +East, -180 - 180",2873.743919696646
﻿Moltke,-0.59,24.16,"Planetographic, +East, -180 - 180",2711.2107614232054
﻿Monge,-19.24,47.54,"Planetographic, +East, -180 - 180",2145.6802760128176
﻿Monira,-12.54,-1.73,"Planetographic, +East, -180 - 180",2348.846723854619
﻿Montanari,-45.83,-20.76,"Planetographic, +East, -180 - 180",1339.3823882346826
﻿Montgolfier,47.06,-160.08,"Planetographic, +East, -180 - 180",4156.118409133928
﻿Moore,37.25,-177.55,"Planetographic, +East, -180 - 180",3858.6463414730215
﻿Moretus,-70.63,-5.95,"Planetographic, +East, -180 - 180",587.3632977157756
﻿Morley,-2.82,64.62,"Planetographic, +East, -180 - 180",2643.589689977352
﻿Morozov,4.62,127.33,"Planetographic, +East, -180 - 180",2869.195417133024
﻿Morse,21.9,-175.29,"Planetographic, +East, -180 - 180",3393.1829124623273
﻿Moseley,20.95,-90.2,"Planetographic, +East, -180 - 180",3364.375729559385
﻿Mosting,-0.7,-5.88,"Planetographic, +East, -180 - 180",2707.875192876549
﻿Mouchez,78.38,-26.82,"Planetographic, +East, -180 - 180",5105.845744418289
﻿Moulton,-60.91,97.57,"Planetographic, +East, -180 - 180",882.1062638385085
﻿Muller,-7.64,2.04,"Planetographic, +East, -180 - 180",2497.431140932951
﻿Murakami,-23.38,-140.97,"Planetographic, +East, -180 - 180",2020.1416052568386
﻿Murchison,5.07,-0.21,"Planetographic, +East, -180 - 180",2882.8409248238913
﻿Mutus,-63.65,29.93,"Planetographic, +East, -180 - 180",799.020283676339
﻿Nagaoka,19.51,154.05,"Planetographic, +East, -180 - 180",3320.7101049486105
﻿Nansen,81.17,95.38,"Planetographic, +East, -180 - 180",5190.447892101668
﻿Naonobu,-4.7,57.93,"Planetographic, +East, -180 - 180",2586.581791179951
﻿Nasireddin,-41.04,0.14,"Planetographic, +East, -180 - 180",1484.6312367663588
﻿Nasmyth,-50.49,-56.39,"Planetographic, +East, -180 - 180",1198.075575258146
﻿Nassau,-24.91,177.34,"Planetographic, +East, -180 - 180",1973.7468791078898
﻿Natasha,19.98,-31.16,"Planetographic, +East, -180 - 180",3334.9620796479603
﻿Naumann,35.38,-62.02,"Planetographic, +East, -180 - 180",3801.9416761798616
﻿Neander,-31.35,39.88,"Planetographic, +East, -180 - 180",1778.464502376367
﻿Nearch,-58.58,39.01,"Planetographic, +East, -180 - 180",952.7596703267769
﻿Necho,-5.25,123.24,"Planetographic, +East, -180 - 180",2569.9039484466684
﻿Nefed ev,-81.07,135.77,"Planetographic, +East, -180 - 180",270.7875192876552
﻿Neison,68.21,25.02,"Planetographic, +East, -180 - 180",4797.457270604688
﻿Neper,8.76,84.58,"Planetographic, +East, -180 - 180",2994.7340878890027
﻿Nernst,35.57,-94.64,"Planetographic, +East, -180 - 180",3807.7031127604505
﻿Neujmin,-26.68,125.17,"Planetographic, +East, -180 - 180",1920.0745488571454
﻿Neumayer,-71.16,70.92,"Planetographic, +East, -180 - 180",571.2919219909763
﻿Newcomb,29.76,43.67,"Planetographic, +East, -180 - 180",3631.524446796142
﻿Newton,-76.52,-17.44,"Planetographic, +East, -180 - 180",408.7587637175351
﻿Nicholson,-26.22,-85.21,"Planetographic, +East, -180 - 180",1934.023290052254
﻿Nicolai,-42.47,25.87,"Planetographic, +East, -180 - 180",1441.268845659825
﻿Nicollet,-21.95,-12.5,"Planetographic, +East, -180 - 180",2063.5039963633726
﻿Nielsen,31.8,-51.76,"Planetographic, +East, -180 - 180",3693.384081661407
﻿Niepce,72.2,-120.15,"Planetographic, +East, -180 - 180",4918.447438797046
﻿Nijland,33.19,134.17,"Planetographic, +East, -180 - 180",3735.5335387509745
﻿Nikolaev,35.08,151.28,"Planetographic, +East, -180 - 180",3792.8446710526173
﻿Nikolya,38.2,-34.98,"Planetographic, +East, -180 - 180",3887.453524375964
﻿Nishina,-44.57,-170.8,"Planetographic, +East, -180 - 180",1377.589809769111
﻿Nobel,14.73,-101.39,"Planetographic, +East, -180 - 180",3175.7644899211755
﻿Nobile,-85.28,53.27,"Planetographic, +East, -180 - 180",143.12621400198557
﻿Nobili,0.17,75.95,"Planetographic, +East, -180 - 180",2734.2565077455592
﻿Noggerath,-48.82,-45.84,"Planetographic, +East, -180 - 180",1248.7155704664756
﻿Nonius,-34.9,3.79,"Planetographic, +East, -180 - 180",1670.8166083706365
﻿Norman,-11.78,-30.35,"Planetographic, +East, -180 - 180",2371.8924701769724
﻿Nother  Noether,66.35,-114.18,"Planetographic, +East, -180 - 180",4741.0558388157715
﻿Numerov,-70.52,-162.2,"Planetographic, +East, -180 - 180",590.698866262432
﻿Nunn,4.62,91.15,"Planetographic, +East, -180 - 180",2869.195417133024
﻿Nusl,32.19,167.45,"Planetographic, +East, -180 - 180",3705.2101883268256
﻿Oberth,62.49,154.84,"Planetographic, +East, -180 - 180",4624.007706178554
﻿Obruchev,-38.67,162.43,"Planetographic, +East, -180 - 180",1556.497577271593
﻿O Day,-30.42,157.29,"Planetographic, +East, -180 - 180",1806.6652182708265
﻿Oenopides,57.13,-64.2,"Planetographic, +East, -180 - 180",4461.4745479051135
﻿Oersted,43.09,47.25,"Planetographic, +East, -180 - 180",4035.734707950055
﻿Ohm,18.32,-113.78,"Planetographic, +East, -180 - 180",3284.6253179438722
﻿Oken,-43.76,76.09,"Planetographic, +East, -180 - 180",1402.1517236126722
﻿Olbers,7.3,-76.14,"Planetographic, +East, -180 - 180",2950.461996269745
﻿Olcott,20.57,117.79,"Planetographic, +East, -180 - 180",3352.8528563982077
﻿Olivier,58.72,138.44,"Planetographic, +East, -180 - 180",4509.688675079512
﻿Omar Khayyam,58.21,-102.22,"Planetographic, +East, -180 - 180",4494.223766363195
﻿Onizuka,-36.38,-149.79,"Planetographic, +East, -180 - 180",1625.9380497428954
﻿Opelt,-16.32,-17.64,"Planetographic, +East, -180 - 180",2234.224459251334
﻿Oppenheimer,-35.32,-166.03,"Planetographic, +East, -180 - 180",1658.0808011924937
﻿Oppolzer,-1.52,-0.45,"Planetographic, +East, -180 - 180",2683.010045528746
﻿Oresme,-42.61,169.22,"Planetographic, +East, -180 - 180",1437.0235766004444
﻿Orlov,-25.77,-175.08,"Planetographic, +East, -180 - 180",1947.6687977431213
﻿Orontius,-40.37,-3.96,"Planetographic, +East, -180 - 180",1504.947881550539
﻿Osama,18.61,5.27,"Planetographic, +East, -180 - 180",3293.4190895668753
﻿Osiris,18.65,27.65,"Planetographic, +East, -180 - 180",3294.6320235838407
﻿Osman,-10.98,-6.25,"Planetographic, +East, -180 - 180",2396.151150516292
﻿Ostwald,10.24,121.95,"Planetographic, +East, -180 - 180",3039.612646516744
﻿Palisa,-9.47,-7.19,"Planetographic, +East, -180 - 180",2441.939409656758
﻿Palitzsch,-28.02,64.39,"Planetographic, +East, -180 - 180",1879.441259288785
﻿Pallas,5.48,-1.65,"Planetographic, +East, -180 - 180",2895.273498497793
﻿Palmieri,-28.64,-47.8,"Planetographic, +East, -180 - 180",1860.6407820258123
﻿Paneth,62.6,-94.63,"Planetographic, +East, -180 - 180",4627.343274725211
﻿Pannekoek,-4.2,140.69,"Planetographic, +East, -180 - 180",2601.743466392025
﻿Papaleksi,10.15,163.95,"Planetographic, +East, -180 - 180",3036.8835449785715
﻿Paracelsus,-22.92,163.44,"Planetographic, +East, -180 - 180",2034.0903464519477
﻿Paraskevopoulos,50.09,-150.34,"Planetographic, +East, -180 - 180",4247.998160919101
﻿Parenago,25.88,-108.91,"Planetographic, +East, -180 - 180",3513.8698471504417
﻿Parkhurst,-33.29,103.69,"Planetographic, +East, -180 - 180",1719.6372025535175
﻿Parrot,-14.57,3.29,"Planetographic, +East, -180 - 180",2287.290322493596
﻿Parry,-7.88,-15.78,"Planetographic, +East, -180 - 180",2490.1535368311556
﻿Parsons,37.25,-171.16,"Planetographic, +East, -180 - 180",3858.6463414730215
﻿Pascal,74.36,-70.63,"Planetographic, +East, -180 - 180",4983.945875713209
﻿Paschen,-14.06,-140.53,"Planetographic, +East, -180 - 180",2302.755231209912
﻿Pasteur,-11.58,104.91,"Planetographic, +East, -180 - 180",2377.9571402618026
﻿Patricia,24.91,0.5,"Planetographic, +East, -180 - 180",3484.456197239017
﻿Patsaev,-16.77,133.6,"Planetographic, +East, -180 - 180",2220.5789515604665
﻿Pauli,-44.76,137.35,"Planetographic, +East, -180 - 180",1371.828373188523
﻿Pavlov,-28.28,142.4,"Planetographic, +East, -180 - 180",1871.5571881785065
﻿Pawsey,44.24,145.29,"Planetographic, +East, -180 - 180",4070.6065609378265
﻿Peary,88.63,24.4,"Planetographic, +East, -180 - 180",5416.66008626582
﻿Pease,12.51,-106.3,"Planetographic, +East, -180 - 180",3108.4466519795633
﻿Peek,2.76,86.96,"Planetographic, +East, -180 - 180",2812.7939853441057
﻿Peirce,18.26,53.35,"Planetographic, +East, -180 - 180",3282.8059169184235
﻿Peirescius,-46.4,67.8,"Planetographic, +East, -180 - 180",1322.0980784929175
﻿Pei Xiu,44.06,-52.75,"Planetographic, +East, -180 - 180",4065.14835786148
﻿Pentland,-64.57,11.34,"Planetographic, +East, -180 - 180",771.1228012861216
﻿Perel man,-24.05,106.01,"Planetographic, +East, -180 - 180",1999.8249604726582
﻿Perepelkin,-9.99,128.8,"Planetographic, +East, -180 - 180",2426.1712674361997
﻿Perkin,47.02,-175.73,"Planetographic, +East, -180 - 180",4154.9054751169615
﻿Perrine,42.11,-127.95,"Planetographic, +East, -180 - 180",4006.017824534388
﻿Petavius,-25.39,60.78,"Planetographic, +East, -180 - 180",1959.191670904298
﻿Petermann,74.35,67.89,"Planetographic, +East, -180 - 180",4983.642642208967
﻿Peters,68.07,29.39,"Planetographic, +East, -180 - 180",4793.212001545308
﻿Petit,2.32,63.46,"Planetographic, +East, -180 - 180",2799.4517111574796
﻿Petrie,45.14,108.47,"Planetographic, +East, -180 - 180",4097.89757631956
﻿Petropavlovskiy,36.92,-115.28,"Planetographic, +East, -180 - 180",3848.639635833052
﻿Petrov,-61.36,88.18,"Planetographic, +East, -180 - 180",868.4607561476413
﻿Pettit,-27.52,-86.75,"Planetographic, +East, -180 - 180",1894.6029345008599
﻿Petzval,-62.73,-110.83,"Planetographic, +East, -180 - 180",826.9177660665565
﻿Phillips,-26.57,75.67,"Planetographic, +East, -180 - 180",1923.4101174038012
﻿Philolaus,72.22,-32.88,"Planetographic, +East, -180 - 180",4919.053905805528
﻿Phocylides,-52.79,-57.31,"Planetographic, +East, -180 - 180",1128.3318692826024
﻿Piazzi,-36.16,-68.01,"Planetographic, +East, -180 - 180",1632.6091868362084
﻿Piazzi Smyth,41.91,-3.24,"Planetographic, +East, -180 - 180",3999.953154449558
﻿Picard,14.57,54.72,"Planetographic, +East, -180 - 180",3170.9127538533116
﻿Piccolomini,-29.7,32.2,"Planetographic, +East, -180 - 180",1828.498030576214
﻿Pickering,-2.88,6.99,"Planetographic, +East, -180 - 180",2641.770288951903
﻿Pictet,-43.56,-7.49,"Planetographic, +East, -180 - 180",1408.2163936975019
﻿Pierazzo,3.3,-100.24,"Planetographic, +East, -180 - 180",2829.1685945731465
﻿Pikel ner,-48.37,124.25,"Planetographic, +East, -180 - 180",1262.361078157343
﻿Pilatre,-60.17,-86.7,"Planetographic, +East, -180 - 180",904.5455431523793
﻿Pingre,-58.64,-73.95,"Planetographic, +East, -180 - 180",950.9402693013278
﻿Pirquet,-20.34,139.93,"Planetographic, +East, -180 - 180",2112.3245905462527
﻿Pitatus,-29.88,-13.53,"Planetographic, +East, -180 - 180",1823.039827499867
﻿Pitiscus,-50.61,30.57,"Planetographic, +East, -180 - 180",1194.436773207248
﻿Pizzetti,-35.06,119.29,"Planetographic, +East, -180 - 180",1665.9648723027726
﻿Plana,42.25,28.22,"Planetographic, +East, -180 - 180",4010.2630935937686
﻿Planck,-57.27,135.34,"Planetographic, +East, -180 - 180",992.4832593824126
﻿Plante,-10.22,163.26,"Planetographic, +East, -180 - 180",2419.196896838646
﻿Plaskett,81.63,176.71,"Planetographic, +East, -180 - 180",5204.396633296777
﻿Plato,51.62,-9.38,"Planetographic, +East, -180 - 180",4294.39288706805
﻿Playfair,-23.56,8.45,"Planetographic, +East, -180 - 180",2014.6834021804916
﻿Plinius,15.36,23.61,"Planetographic, +East, -180 - 180",3194.8682006883896
﻿Plummer,-24.62,-154.86,"Planetographic, +East, -180 - 180",1982.5406507308933
﻿Plutarch,24.18,79.05,"Planetographic, +East, -180 - 180",3462.320151429388
﻿Poczobutt,57.27,-99.23,"Planetographic, +East, -180 - 180",4465.719816964495
﻿Pogson,-42.38,111.11,"Planetographic, +East, -180 - 180",1443.9979471979987
﻿Poincare,-56.86,163.99,"Planetographic, +East, -180 - 180",1004.915833056314
﻿Poinsot,78.9,-146.21,"Planetographic, +East, -180 - 180",5121.6138866388455
﻿Poisson,-30.34,10.56,"Planetographic, +East, -180 - 180",1809.0910863047582
﻿Polybius,-22.46,25.63,"Planetographic, +East, -180 - 180",2048.039087647056
﻿Polzunov,25.57,115.01,"Planetographic, +East, -180 - 180",3504.4696085189553
﻿Pomortsev,0.74,66.91,"Planetographic, +East, -180 - 180",2751.5408174873246
﻿Poncelet,75.91,-54.57,"Planetographic, +East, -180 - 180",5030.9470688706415
﻿Pons,-25.43,21.55,"Planetographic, +East, -180 - 180",1957.9787368873322
﻿Pontanus,-28.42,14.36,"Planetographic, +East, -180 - 180",1867.3119191191252
﻿Pontecoulant,-58.78,66.07,"Planetographic, +East, -180 - 180",946.6950002419466
﻿Popov,16.93,99.38,"Planetographic, +East, -180 - 180",3242.4758608543043
﻿Porter,-56.15,-10.18,"Planetographic, +East, -180 - 180",1026.44541185746
﻿Posidonius,31.88,29.99,"Planetographic, +East, -180 - 180",3695.809949695339
﻿Poynting,17.5,-133.38,"Planetographic, +East, -180 - 180",3259.7601705960697
﻿Prager,-3.99,130.78,"Planetographic, +East, -180 - 180",2608.1113699810967
﻿Prandtl,-59.62,141.54,"Planetographic, +East, -180 - 180",921.2233858856616
﻿Priestley,-56.71,108.47,"Planetographic, +East, -180 - 180",1009.4643356199364
﻿Prinz,25.49,-44.14,"Planetographic, +East, -180 - 180",3502.0437404850236
﻿Priscilla,-10.96,-6.21,"Planetographic, +East, -180 - 180",2396.757617524775
﻿Proclus,16.09,46.89,"Planetographic, +East, -180 - 180",3217.0042464980183
﻿Proctor,-46.43,-5.04,"Planetographic, +East, -180 - 180",1321.1883779801929
﻿Protagoras,56.02,7.34,"Planetographic, +East, -180 - 180",4427.815628934308
﻿Ptolemaeus,-9.16,-1.84,"Planetographic, +East, -180 - 180",2451.339648288244
﻿Puiseux,-27.82,-39.19,"Planetographic, +East, -180 - 180",1885.505929373615
﻿Pupin,23.87,-11.0,"Planetographic, +East, -180 - 180",3452.9199127979023
﻿Purbach,-25.51,-2.03,"Planetographic, +East, -180 - 180",1955.5528688534
﻿Purkyne,-1.54,94.86,"Planetographic, +East, -180 - 180",2682.4035785202627
﻿Pythagoras,63.68,-62.98,"Planetographic, +East, -180 - 180",4660.092493183292
﻿Pytheas,20.57,-20.59,"Planetographic, +East, -180 - 180",3352.8528563982077
﻿Quetelet,42.66,-135.3,"Planetographic, +East, -180 - 180",4022.69566726767
﻿Rabbi Levi,-34.78,23.46,"Planetographic, +East, -180 - 180",1674.4554104215345
﻿Racah,-13.5,-179.87,"Planetographic, +East, -180 - 180",2319.7363074474356
﻿Raimond,14.78,-159.63,"Planetographic, +East, -180 - 180",3177.2806574423835
﻿Raman,26.96,-55.16,"Planetographic, +East, -180 - 180",3546.6190656085237
﻿Ramon,-41.23,-148.08,"Planetographic, +East, -180 - 180",1478.8698001857704
﻿Ramsay,-40.02,145.04,"Planetographic, +East, -180 - 180",1515.561054198991
﻿Ramsden,-32.96,-31.87,"Planetographic, +East, -180 - 180",1729.6439081934864
﻿Rankine,-3.87,71.49,"Planetographic, +East, -180 - 180",2611.750172031995
﻿Raspletin,-22.41,151.75,"Planetographic, +East, -180 - 180",2049.5552551682636
﻿Ravi,-12.5,-1.97,"Planetographic, +East, -180 - 180",2350.059657871585
﻿Rayet,44.65,114.5,"Planetographic, +East, -180 - 180",4083.0391346117276
﻿Rayleigh,29.12,89.45,"Planetographic, +East, -180 - 180",3612.117502524686
﻿Razumov,38.95,-114.63,"Planetographic, +East, -180 - 180",3910.1960371940763
﻿Reaumur,-2.45,0.73,"Planetographic, +East, -180 - 180",2654.809329634287
﻿Recht,9.76,123.99,"Planetographic, +East, -180 - 180",3025.0574383131525
﻿Regiomontanus,-28.28,-1.09,"Planetographic, +East, -180 - 180",1871.557188178506
﻿Regnault,54.04,-87.88,"Planetographic, +East, -180 - 180",4367.775395094492
﻿Reichenbach,-30.48,47.95,"Planetographic, +East, -180 - 180",1804.8458172453772
﻿Reimarus,-47.69,60.42,"Planetographic, +East, -180 - 180",1282.9809564457646
﻿Reiner,6.92,-54.98,"Planetographic, +East, -180 - 180",2938.9391231085674
﻿Reinhold,3.28,-22.86,"Planetographic, +East, -180 - 180",2828.5621275646636
﻿Repsold,51.31,-78.41,"Planetographic, +East, -180 - 180",4284.992648436564
﻿Resnik,-34.15,-150.84,"Planetographic, +East, -180 - 180",1693.5591211887488
﻿Respighi,2.86,71.9,"Planetographic, +East, -180 - 180",2815.826320386521
﻿Rhaeticus,0.03,4.92,"Planetographic, +East, -180 - 180",2730.011238686178
﻿Rheita,-37.1,47.17,"Planetographic, +East, -180 - 180",1604.1052374375076
﻿Riccioli,-2.9,-74.42,"Planetographic, +East, -180 - 180",2641.16382194342
﻿Riccius,-37.02,26.43,"Planetographic, +East, -180 - 180",1606.5311054714393
﻿Ricco,74.92,177.05,"Planetographic, +East, -180 - 180",5000.926951950733
﻿Richards,7.7,140.09,"Planetographic, +East, -180 - 180",2962.5913364394046
﻿Richardson,30.93,99.89,"Planetographic, +East, -180 - 180",3667.0027667923973
﻿Riedel,-48.89,-140.05,"Planetographic, +East, -180 - 180",1246.5929359367854
﻿Riemann,39.38,87.18,"Planetographic, +East, -180 - 180",3923.23507787646
﻿Ritchey,-11.13,8.48,"Planetographic, +East, -180 - 180",2391.60264795267
﻿Rittenhouse,-74.25,107.07,"Planetographic, +East, -180 - 180",477.5927691803544
﻿Ritter,1.96,19.17,"Planetographic, +East, -180 - 180",2788.535305004787
﻿Ritz,-15.37,92.38,"Planetographic, +East, -180 - 180",2263.031642154276
﻿Robert,19.03,27.45,"Planetographic, +East, -180 - 180",3306.1548967450176
﻿Roberts,70.66,-174.25,"Planetographic, +East, -180 - 180",4871.749479143856
﻿Robertson,21.84,-105.37,"Planetographic, +East, -180 - 180",3391.363511436878
﻿Robinson,59.06,-46.03,"Planetographic, +East, -180 - 180",4519.998614223721
﻿Rocca,-12.89,-72.89,"Planetographic, +East, -180 - 180",2338.233551206167
﻿Rocco,28.91,-45.0,"Planetographic, +East, -180 - 180",3605.7495989356153
﻿Roche,-42.37,136.54,"Planetographic, +East, -180 - 180",1444.3011807022401
﻿Romeo,7.53,122.68,"Planetographic, +East, -180 - 180",2957.4363668672986
﻿Romer,25.43,36.41,"Planetographic, +East, -180 - 180",3500.224339459575
﻿Rontgen,32.88,-91.42,"Planetographic, +East, -180 - 180",3726.133300119488
﻿Rosa,20.31,-32.3,"Planetographic, +East, -180 - 180",3344.9687852879297
﻿Rosenberger,-55.49,43.15,"Planetographic, +East, -180 - 180",1046.4588231373987
﻿Ross,11.67,21.74,"Planetographic, +East, -180 - 180",3082.975037623278
﻿Rosse,-17.95,34.98,"Planetographic, +East, -180 - 180",2184.79739805997
﻿Rosseland,-40.82,130.68,"Planetographic, +East, -180 - 180",1491.3023738596717
﻿Rost,-56.42,-33.84,"Planetographic, +East, -180 - 180",1018.2581072429396
﻿Rothmann,-30.81,27.7,"Planetographic, +East, -180 - 180",1794.839111605408
﻿Rowland,56.98,-162.48,"Planetographic, +East, -180 - 180",4456.92604534149
﻿Rozhdestvenskiy,84.99,-157.89,"Planetographic, +East, -180 - 180",5306.283090721918
﻿Rumford,-28.81,-169.8,"Planetographic, +East, -180 - 180",1855.4858124537063
﻿Runge,-2.43,86.81,"Planetographic, +East, -180 - 180",2655.41579664277
﻿Russell,26.51,-75.55,"Planetographic, +East, -180 - 180",3532.9735579176563
﻿Ruth,28.71,-45.06,"Planetographic, +East, -180 - 180",3599.684928850785
﻿Rutherford,10.56,137.09,"Planetographic, +East, -180 - 180",3049.316118652472
﻿Rutherfurd,-61.15,-12.25,"Planetographic, +East, -180 - 180",874.8286597367126
﻿Rydberg,-46.43,-96.43,"Planetographic, +East, -180 - 180",1321.1883779801933
﻿Ryder,-43.87,143.3,"Planetographic, +East, -180 - 180",1398.8161550660157
﻿Rynin,46.78,-103.73,"Planetographic, +East, -180 - 180",4147.6278710151655
﻿Sabatier,13.19,79.01,"Planetographic, +East, -180 - 180",3129.0665302679854
﻿Sabine,1.38,20.07,"Planetographic, +East, -180 - 180",2770.94776175878
﻿Sacrobosco,-23.75,16.64,"Planetographic, +East, -180 - 180",2008.9219655999032
﻿Saenger,4.49,102.8,"Planetographic, +East, -180 - 180",2865.253381577885
﻿Safarik,10.44,176.7,"Planetographic, +East, -180 - 180",3045.6773166015746
﻿Saha,-1.69,103.04,"Planetographic, +East, -180 - 180",2677.8550759566415
﻿Samir,28.5,-34.29,"Planetographic, +East, -180 - 180",3593.3170252617138
﻿Sampson,29.58,-16.53,"Planetographic, +East, -180 - 180",3626.066243719795
﻿Sanford,32.38,-139.21,"Planetographic, +East, -180 - 180",3710.9716249074136
﻿Santbech,-20.99,44.06,"Planetographic, +East, -180 - 180",2092.614412770556
﻿Santos Dumont,27.79,4.75,"Planetographic, +East, -180 - 180",3571.7874464605675
﻿Sarabhai,24.75,21.0,"Planetographic, +East, -180 - 180",3479.6044611711527
﻿Sarton,49.12,-121.14,"Planetographic, +East, -180 - 180",4218.584511007676
﻿Sasserides,-39.28,-9.44,"Planetographic, +East, -180 - 180",1538.0003335128617
﻿Saunder,-4.26,8.72,"Planetographic, +East, -180 - 180",2599.9240653665765
﻿Saussure,-43.38,-3.88,"Planetographic, +East, -180 - 180",1413.6745967738486
﻿Scaliger,-27.26,109.14,"Planetographic, +East, -180 - 180",1902.4870056111383
﻿Schaeberle,-26.33,117.71,"Planetographic, +East, -180 - 180",1930.687721505598
﻿Scheele,-9.45,-37.85,"Planetographic, +East, -180 - 180",2442.545876665241
﻿Scheiner,-60.35,-27.81,"Planetographic, +East, -180 - 180",899.0873400760322
﻿Schiaparelli,23.38,-58.82,"Planetographic, +East, -180 - 180",3438.061471090068
﻿Schickard,-44.38,-55.11,"Planetographic, +East, -180 - 180",1383.3512463496993
﻿Schiller,-51.72,-39.78,"Planetographic, +East, -180 - 180",1160.7778542364422
﻿Schjellerup,69.04,158.24,"Planetographic, +East, -180 - 180",4822.625651456734
﻿Schlesinger,47.12,-138.98,"Planetographic, +East, -180 - 180",4157.9378101593775
﻿Schliemann,-1.99,155.12,"Planetographic, +East, -180 - 180",2668.758070829396
﻿Schluter,-5.93,-83.39,"Planetographic, +East, -180 - 180",2549.284070158247
﻿Schmidt,0.96,18.78,"Planetographic, +East, -180 - 180",2758.211954580637
﻿Schneller,41.34,-163.73,"Planetographic, +East, -180 - 180",3982.668844707793
﻿Schomberger,-76.64,24.69,"Planetographic, +East, -180 - 180",405.119961666637
﻿Schonfeld,44.76,-98.0,"Planetographic, +East, -180 - 180",4086.374703158384
﻿Schorr,-19.45,89.8,"Planetographic, +East, -180 - 180",2139.312372423746
﻿Schrodinger,-74.73,132.93,"Planetographic, +East, -180 - 180",463.03756097676256
﻿Schroter,2.74,-6.98,"Planetographic, +East, -180 - 180",2812.187518335623
﻿Schubert,2.78,81.01,"Planetographic, +East, -180 - 180",2813.400452352589
﻿Schumacher,42.42,60.81,"Planetographic, +East, -180 - 180",4015.4180631658746
﻿Schuster,4.44,146.42,"Planetographic, +East, -180 - 180",2863.7372140566777
﻿Schwabe,65.1,45.48,"Planetographic, +East, -180 - 180",4703.151650785584
﻿Schwarzschild,70.08,121.57,"Planetographic, +East, -180 - 180",4854.161935897849
﻿Scobee,-31.36,-149.64,"Planetographic, +East, -180 - 180",1778.1612688721254
﻿Scoresby,77.73,14.13,"Planetographic, +East, -180 - 180",5086.135566642594
﻿Scott,-82.35,48.52,"Planetographic, +East, -180 - 180",231.97363074474382
﻿Seares,73.74,147.23,"Planetographic, +East, -180 - 180",4965.145398450237
﻿Secchi,2.4,43.56,"Planetographic, +East, -180 - 180",2801.877579191412
