Clean Feature Name,Center Latitude,Center Longitude,Coordinate System,Distance from the South Pole (km)
﻿Heraclitus,-49.31,6.42,"Planetographic, +East, -180 - 180",1233.8571287586424
﻿Hercules,46.82,39.21,"Planetographic, +East, -180 - 180",4148.840805032132
﻿Herigonius,-13.36,-33.97,"Planetographic, +East, -180 - 180",2323.9815765068165
﻿Hermann,-0.87,-57.47,"Planetographic, +East, -180 - 180",2702.7202233044436
﻿Hermite,86.17,-93.32,"Planetographic, +East, -180 - 180",5342.064644222419
﻿Herodotus,23.25,-49.84,"Planetographic, +East, -180 - 180",3434.119435534929
﻿Heron  Hero,0.65,119.88,"Planetographic, +East, -180 - 180",2748.8117159491508
﻿Herschel,-5.69,-2.09,"Planetographic, +East, -180 - 180",2556.5616742600428
﻿Hertz,13.32,104.56,"Planetographic, +East, -180 - 180",3133.0085658231246
﻿Hertzsprung,1.37,-128.66,"Planetographic, +East, -180 - 180",2770.6445282545387
﻿Hesiodus,-29.42,-16.42,"Planetographic, +East, -180 - 180",1836.9885686949756
﻿Hess,-54.47,174.19,"Planetographic, +East, -180 - 180",1077.3886405700312
﻿Hevelius,2.2,-67.46,"Planetographic, +East, -180 - 180",2795.8129091065825
﻿Hevesy,83.09,149.15,"Planetographic, +East, -180 - 180",5248.668724916036
﻿Heymans,74.76,-144.94,"Planetographic, +East, -180 - 180",4996.07521588287
﻿Heyrovsky,-39.55,-95.42,"Planetographic, +East, -180 - 180",1529.8130288983418
﻿H  G  Wells,40.84,122.63,"Planetographic, +East, -180 - 180",3967.5071694957182
﻿Hilbert,-17.87,108.32,"Planetographic, +East, -180 - 180",2187.223266093902
﻿Hildegard,-51.68,127.74,"Planetographic, +East, -180 - 180",1161.9907882534085
﻿Hill,20.91,40.81,"Planetographic, +East, -180 - 180",3363.162795542419
﻿Hind,-7.92,7.31,"Planetographic, +East, -180 - 180",2488.9406028141893
﻿Hinshelwood,89.41,-51.89,"Planetographic, +East, -180 - 180",5440.312299596637
﻿Hippalus,-24.92,-30.42,"Planetographic, +East, -180 - 180",1973.4436456036483
﻿Hipparchus,-5.36,4.91,"Planetographic, +East, -180 - 180",2566.568379900012
﻿Hippocrates,70.26,-146.54,"Planetographic, +East, -180 - 180",4859.6201389741955
﻿Hirayama,-6.01,93.63,"Planetographic, +East, -180 - 180",2546.8582021243146
﻿Hoffmeister,15.04,136.84,"Planetographic, +East, -180 - 180",3185.164728552662
﻿Hogg,33.51,121.96,"Planetographic, +East, -180 - 180",3745.2370108867026
﻿Hohmann,-17.92,-94.26,"Planetographic, +East, -180 - 180",2185.7070985726946
﻿Holden,-19.19,62.53,"Planetographic, +East, -180 - 180",2147.1964435340246
﻿Holetschek,-27.61,151.15,"Planetographic, +East, -180 - 180",1891.8738329626863
﻿Hommel,-54.74,32.93,"Planetographic, +East, -180 - 180",1069.2013359555106
﻿Hooke,41.14,54.86,"Planetographic, +East, -180 - 180",3976.6041746229625
﻿Hopmann,-51.01,159.23,"Planetographic, +East, -180 - 180",1182.3074330375885
﻿Hornsby,23.8,12.51,"Planetographic, +East, -180 - 180",3450.797278268211
﻿Horrebow,58.8,-40.93,"Planetographic, +East, -180 - 180",4512.114543113444
﻿Horrocks,-3.99,5.85,"Planetographic, +East, -180 - 180",2608.1113699810967
﻿Hortensius,6.47,-28.0,"Planetographic, +East, -180 - 180",2925.293615417701
﻿Houssay,83.11,98.52,"Planetographic, +East, -180 - 180",5249.275191924515
﻿Houtermans,-9.42,87.38,"Planetographic, +East, -180 - 180",2443.455577177965
﻿Houzeau,-17.25,-123.89,"Planetographic, +East, -180 - 180",2206.023743356876
﻿Hubble,22.29,86.91,"Planetographic, +East, -180 - 180",3405.009019127745
﻿Huggins,-41.07,-1.52,"Planetographic, +East, -180 - 180",1483.7215362536342
﻿Humason,30.73,-56.66,"Planetographic, +East, -180 - 180",3660.9380967075676
﻿Humboldt,-27.02,80.96,"Planetographic, +East, -180 - 180",1909.7646097129345
﻿Hume,-4.68,90.47,"Planetographic, +East, -180 - 180",2587.188258188434
﻿Husband,-40.32,-147.84,"Planetographic, +East, -180 - 180",1506.4640490717466
﻿Hutton,37.22,168.68,"Planetographic, +East, -180 - 180",3857.7366409602973
﻿Huxley,20.2,-4.54,"Planetographic, +East, -180 - 180",3341.633216741273
﻿Hyginus,7.76,6.27,"Planetographic, +East, -180 - 180",2964.4107374648534
﻿Hypatia,-4.25,22.58,"Planetographic, +East, -180 - 180",2600.2272988708182
﻿Ian,25.72,-0.39,"Planetographic, +East, -180 - 180",3509.0181110825783
﻿Ibn Bajja,-86.3,-75.04,"Planetographic, +East, -180 - 180",112.19639656935314
﻿Ibn Battuta,-6.95,50.44,"Planetographic, +East, -180 - 180",2518.354252725615
﻿Ibn Firnas,6.83,122.3,"Planetographic, +East, -180 - 180",2936.210021570394
﻿Ibn Rushd,-11.69,21.71,"Planetographic, +East, -180 - 180",2374.621571715146
﻿Ibn Yunus,14.14,91.14,"Planetographic, +East, -180 - 180",3157.8737131709277
﻿Icarus,-5.49,-173.26,"Planetographic, +East, -180 - 180",2562.626344344873
﻿Ideler,-49.32,22.24,"Planetographic, +East, -180 - 180",1233.553895254401
﻿Idel son,-81.35,112.69,"Planetographic, +East, -180 - 180",262.29698116889347
﻿Igor,38.25,-35.01,"Planetographic, +East, -180 - 180",3888.9696918971713
﻿Il in,-17.8,-97.68,"Planetographic, +East, -180 - 180",2189.345900623593
﻿Ina,18.66,5.3,"Planetographic, +East, -180 - 180",3294.935257088083
﻿Ingalls,26.16,-153.34,"Planetographic, +East, -180 - 180",3522.360385269204
﻿Inghirami,-47.49,-68.95,"Planetographic, +East, -180 - 180",1289.0456265305943
﻿Innes,27.85,119.31,"Planetographic, +East, -180 - 180",3573.6068474860162
﻿Ioffe,-14.38,-129.16,"Planetographic, +East, -180 - 180",2293.051759074184
﻿Isabel,28.18,-34.07,"Planetographic, +East, -180 - 180",3583.613553125986
﻿Isaev,-17.57,147.49,"Planetographic, +East, -180 - 180",2196.320271221147
﻿Isidorus,-7.96,33.5,"Planetographic, +East, -180 - 180",2487.7276687972235
﻿Isis,18.95,27.48,"Planetographic, +East, -180 - 180",3303.729028711086
﻿Ivan,26.86,-43.26,"Planetographic, +East, -180 - 180",3543.5867305661086
﻿Izsak,-23.32,117.59,"Planetographic, +East, -180 - 180",2021.9610062822876
﻿Jackson,22.05,-163.32,"Planetographic, +East, -180 - 180",3397.7314150259494
﻿Jacobi,-56.82,11.3,"Planetographic, +East, -180 - 180",1006.1287670732797
﻿Jansen,13.55,28.64,"Planetographic, +East, -180 - 180",3139.982936420679
﻿Jansky,8.63,89.5,"Planetographic, +East, -180 - 180",2990.7920523338635
﻿Janssen,-44.96,40.82,"Planetographic, +East, -180 - 180",1365.7637031036927
﻿Jarvis,-35.13,-148.21,"Planetographic, +East, -180 - 180",1663.8422377730824
﻿Jeans,-55.58,91.51,"Planetographic, +East, -180 - 180",1043.7297215992253
﻿Jehan,20.71,-31.86,"Planetographic, +East, -180 - 180",3357.0981254575895
﻿Jenkins,0.37,78.04,"Planetographic, +East, -180 - 180",2740.3211778303885
﻿Jenner,-42.01,95.98,"Planetographic, +East, -180 - 180",1455.2175868549336
﻿Jerik,18.53,27.63,"Planetographic, +East, -180 - 180",3290.993221532944
﻿J  Herschel,62.31,-41.86,"Planetographic, +East, -180 - 180",4618.549503102207
﻿Joliot,25.79,93.39,"Planetographic, +East, -180 - 180",3511.1407456122683
﻿Jomo,24.41,2.44,"Planetographic, +East, -180 - 180",3469.2945220269426
﻿Jose,-12.68,-1.66,"Planetographic, +East, -180 - 180",2344.601454795238
﻿Joule,27.15,-144.14,"Planetographic, +East, -180 - 180",3552.3805021891117
﻿Joy,25.01,6.56,"Planetographic, +East, -180 - 180",3487.488532281432
﻿Jules Verne,-34.85,147.28,"Planetographic, +East, -180 - 180",1672.332775891844
﻿Julienne,26.06,3.13,"Planetographic, +East, -180 - 180",3519.328050226789
﻿Julius Caesar,9.17,15.21,"Planetographic, +East, -180 - 180",3007.166661562904
﻿Kaiser,-36.49,6.48,"Planetographic, +East, -180 - 180",1622.6024811962388
﻿Kamerlingh Onnes,14.72,-116.29,"Planetographic, +East, -180 - 180",3175.4612564169342
﻿Kane,62.99,25.84,"Planetographic, +East, -180 - 180",4639.169381390629
﻿Kant,-10.62,20.2,"Planetographic, +East, -180 - 180",2407.067556668986
﻿Kao,-6.71,87.81,"Planetographic, +East, -180 - 180",2525.6318568274105
﻿Kapteyn,-10.79,70.59,"Planetographic, +East, -180 - 180",2401.9125870968805
﻿Karima,-25.93,102.98,"Planetographic, +East, -180 - 180",1942.8170616752577
﻿Karpinskiy,72.61,166.8,"Planetographic, +East, -180 - 180",4930.880012470947
﻿Karrer,-52.06,-142.28,"Planetographic, +East, -180 - 180",1150.4679150922314
﻿Kasper,8.3,122.12,"Planetographic, +East, -180 - 180",2980.785346693894
﻿Kastner,-6.9,78.94,"Planetographic, +East, -180 - 180",2519.8704202468216
﻿Katchalsky,5.91,116.07,"Planetographic, +East, -180 - 180",2908.312539180177
﻿Kathleen,25.34,-0.83,"Planetographic, +East, -180 - 180",3497.4952379214014
﻿Kearons,-11.59,-112.92,"Planetographic, +East, -180 - 180",2377.653906757561
﻿Keeler,-9.78,161.78,"Planetographic, +East, -180 - 180",2432.5391710252716
﻿Kekule,16.31,-138.47,"Planetographic, +East, -180 - 180",3223.6753835913314
﻿Keldysh,51.23,43.65,"Planetographic, +East, -180 - 180",4282.566780402631
﻿Kepinski,28.63,126.72,"Planetographic, +East, -180 - 180",3597.259060816853
﻿Kepler,8.12,-38.01,"Planetographic, +East, -180 - 180",2975.327143617548
﻿Khvol son,-14.13,111.87,"Planetographic, +East, -180 - 180",2300.6325966802215
﻿Kibal chich,2.72,-147.18,"Planetographic, +East, -180 - 180",2811.581051327141
﻿Kidinnu,35.79,122.95,"Planetographic, +East, -180 - 180",3814.374249853764
﻿Kies,-26.31,-22.63,"Planetographic, +East, -180 - 180",1931.2941885140808
﻿Kiess,-6.41,84.11,"Planetographic, +East, -180 - 180",2534.7288619546553
﻿Kimura,-56.82,118.38,"Planetographic, +East, -180 - 180",1006.12876707328
﻿Kinau,-60.75,14.94,"Planetographic, +East, -180 - 180",886.9579999063724
﻿King,4.96,120.49,"Planetographic, +East, -180 - 180",2879.5053562772346
﻿Kira,-17.71,132.83,"Planetographic, +East, -180 - 180",2192.0750021617655
﻿Kirch,39.27,-5.62,"Planetographic, +East, -180 - 180",3919.8995093298035
﻿Kircher,-67.01,-45.48,"Planetographic, +East, -180 - 180",697.1338262511964
﻿Kirchhoff,30.3,38.84,"Planetographic, +East, -180 - 180",3647.8990560251827
﻿Kirkwood,68.34,-156.66,"Planetographic, +East, -180 - 180",4801.399306159829
﻿Klaproth,-69.85,-26.26,"Planetographic, +East, -180 - 180",611.0155110466122
﻿Klein,-11.99,2.53,"Planetographic, +East, -180 - 180",2365.524566587901
﻿Kleymenov,-32.48,-140.36,"Planetographic, +East, -180 - 180",1744.199116397079
﻿Klute,36.93,-141.76,"Planetographic, +East, -180 - 180",3848.942869337294
﻿Knox Shaw,5.36,80.19,"Planetographic, +East, -180 - 180",2891.6346964468944
﻿Koch,-42.13,150.33,"Planetographic, +East, -180 - 180",1451.5787848040359
﻿Kocher,-84.47,-134.02,"Planetographic, +East, -180 - 180",167.68812784554683
﻿Kohlschutter,14.24,153.95,"Planetographic, +East, -180 - 180",3160.906048213343
﻿Kolhorster,10.79,-115.01,"Planetographic, +East, -180 - 180",3056.2904892500264
﻿Kolya,38.31,-35.0,"Planetographic, +East, -180 - 180",3890.7890929226205
﻿Komarov,24.59,152.25,"Planetographic, +East, -180 - 180",3474.7527251032893
﻿Kondratyuk,-15.33,115.8,"Planetographic, +East, -180 - 180",2264.2445761712415
﻿Konig,-24.23,-24.68,"Planetographic, +East, -180 - 180",1994.3667573963116
﻿Konoplev,-28.16,-124.37,"Planetographic, +East, -180 - 180",1875.1959902294038
﻿Konstantinov,19.56,158.34,"Planetographic, +East, -180 - 180",3322.2262724698176
﻿Kopff,-17.39,-89.68,"Planetographic, +East, -180 - 180",2201.778474297494
﻿Korolev,-4.19,-157.41,"Planetographic, +East, -180 - 180",2602.0466998962675
﻿Kosberg,-20.19,149.61,"Planetographic, +East, -180 - 180",2116.8730931098758
﻿Kostinskiy,14.43,118.85,"Planetographic, +East, -180 - 180",3166.6674847939303
﻿Kostya,38.26,-35.02,"Planetographic, +East, -180 - 180",3889.272925401413
﻿Kovalevskaya,30.86,-129.44,"Planetographic, +East, -180 - 180",3664.880132262707
﻿Koval skiy,-21.89,101.03,"Planetographic, +East, -180 - 180",2065.323397388822
﻿Kozyrev,-46.64,129.59,"Planetographic, +East, -180 - 180",1314.8204743911217
﻿Krafft,16.56,-72.72,"Planetographic, +East, -180 - 180",3231.2562211973686
﻿Kramarov,-2.29,-98.89,"Planetographic, +East, -180 - 180",2659.661065702151
﻿Kramers,53.28,-127.98,"Planetographic, +East, -180 - 180",4344.729648772139
﻿Krasnov,-29.93,-79.82,"Planetographic, +East, -180 - 180",1821.5236599786595
﻿Krasovskiy,3.79,-175.63,"Planetographic, +East, -180 - 180",2844.0270362809797
﻿Kreiken,-9.05,84.55,"Planetographic, +East, -180 - 180",2454.6752168349008
﻿Krieger,29.02,-45.61,"Planetographic, +East, -180 - 180",3609.085167482272
﻿Krogh,9.41,65.69,"Planetographic, +East, -180 - 180",3014.4442656647
﻿Krusenstern,-26.3,5.76,"Planetographic, +East, -180 - 180",1931.5974220183218
﻿Krylov,35.26,-166.11,"Planetographic, +East, -180 - 180",3798.302874128964
﻿Kugler,-53.44,104.1,"Planetographic, +East, -180 - 180",1108.6216915069056
﻿Kuhn,-84.48,-152.48,"Planetographic, +East, -180 - 180",167.38489434130537
﻿Kuiper,-9.78,-22.68,"Planetographic, +East, -180 - 180",2432.5391710252716
﻿Kulik,41.98,-154.63,"Planetographic, +East, -180 - 180",4002.075788979248
﻿Kundt,-11.57,-11.57,"Planetographic, +East, -180 - 180",2378.2603737660434
﻿Kunowsky,3.22,-32.53,"Planetographic, +East, -180 - 180",2826.7427265392143
﻿Kuo Shou Ching,8.1,-134.66,"Planetographic, +East, -180 - 180",2974.7206766090644
﻿Kurchatov,38.3,141.74,"Planetographic, +East, -180 - 180",3890.485859418379
﻿La Caille,-23.68,1.08,"Planetographic, +East, -180 - 180",2011.0446001295936
﻿Lacchini,41.29,-107.83,"Planetographic, +East, -180 - 180",3981.1526771865856
﻿La Condamine,53.54,-28.22,"Planetographic, +East, -180 - 180",4352.613719882416
﻿Lacroix,-37.93,-59.2,"Planetographic, +East, -180 - 180",1578.9368565854636
﻿Lade,-1.33,9.99,"Planetographic, +East, -180 - 180",2688.7714821093346
﻿Lagalla,-44.48,-22.36,"Planetographic, +East, -180 - 180",1380.3189113072845
﻿Lagrange,-32.6,-71.45,"Planetographic, +East, -180 - 180",1740.5603143461801
﻿Lalande,-4.46,-8.65,"Planetographic, +East, -180 - 180",2593.859395281747
﻿Lallemand,-14.4,-84.21,"Planetographic, +East, -180 - 180",2292.445292065701
﻿Lamarck,-23.12,-70.06,"Planetographic, +East, -180 - 180",2028.0256763671175
﻿Lamb,-42.67,100.94,"Planetographic, +East, -180 - 180",1435.2041755749951
﻿Lambert,25.77,-20.99,"Planetographic, +East, -180 - 180",3510.5342786037854
﻿Lame,-14.76,64.56,"Planetographic, +East, -180 - 180",2281.5288859130073
﻿Lamech,42.79,13.15,"Planetographic, +East, -180 - 180",4026.6377028228094
﻿Lamont,5.14,23.32,"Planetographic, +East, -180 - 180",2884.9635593535822
﻿Lampland,-31.17,131.51,"Planetographic, +East, -180 - 180",1783.9227054527141
﻿Landau,42.16,-119.34,"Planetographic, +East, -180 - 180",4007.5339920555957
﻿Lander,-15.34,131.81,"Planetographic, +East, -180 - 180",2263.9413426670008
﻿Landsteiner,31.3,-14.79,"Planetographic, +East, -180 - 180",3678.2224064493316
﻿Lane,-9.5,132.36,"Planetographic, +East, -180 - 180",2441.0297091440334
﻿Langemak,-9.93,119.45,"Planetographic, +East, -180 - 180",2427.9906684616494
﻿Langevin,44.17,162.69,"Planetographic, +East, -180 - 180",4068.483926408136
﻿Langley,51.17,-86.05,"Planetographic, +East, -180 - 180",4280.747379377182
﻿Langmuir,-35.85,-128.89,"Planetographic, +East, -180 - 180",1642.0094254676947
﻿Langrenus,-8.86,61.04,"Planetographic, +East, -180 - 180",2460.4366534154888
﻿Lansberg,-0.31,-26.63,"Planetographic, +East, -180 - 180",2719.701299541967
﻿La Perouse,-10.67,76.28,"Planetographic, +East, -180 - 180",2405.5513891477785
﻿Larmor,31.85,-179.67,"Planetographic, +East, -180 - 180",3694.9002491826145
﻿Lassell,-15.49,-7.9,"Planetographic, +East, -180 - 180",2259.3928401033777
﻿Laue,28.29,-97.05,"Planetographic, +East, -180 - 180",3586.9491216726424
﻿Lauritsen,-27.54,96.31,"Planetographic, +East, -180 - 180",1893.996467492377
﻿Laveran,-81.8,-159.78,"Planetographic, +East, -180 - 180",248.6514734780259
﻿Lavoisier,38.17,-81.25,"Planetographic, +East, -180 - 180",3886.5438238632396
﻿Lawrence,7.35,43.3,"Planetographic, +East, -180 - 180",2951.9781637909523
﻿L  Clark,-43.34,-147.7,"Planetographic, +East, -180 - 180",1414.8875307908147
﻿Leakey,-3.19,37.46,"Planetographic, +East, -180 - 180",2632.3700503204163
﻿Leavitt,-44.86,-139.89,"Planetographic, +East, -180 - 180",1368.7960381461075
﻿Lebedev,-46.8,107.89,"Planetographic, +East, -180 - 180",1309.9687383232579
﻿Lebedinskiy,7.84,-164.89,"Planetographic, +East, -180 - 180",2966.836605498785
﻿Lebesgue,-5.14,88.97,"Planetographic, +East, -180 - 180",2573.239516993325
﻿Lee,-30.66,-40.76,"Planetographic, +East, -180 - 180",1799.3876141690303
﻿Leeuwenhoek,-29.28,-178.87,"Planetographic, +East, -180 - 180",1841.233837754357
﻿Legendre,-28.92,70.02,"Planetographic, +East, -180 - 180",1852.1502439070503
﻿Le Gentil,-74.27,-76.02,"Planetographic, +East, -180 - 180",476.9863021718715
﻿Lehmann,-39.96,-56.17,"Planetographic, +East, -180 - 180",1517.38045522444
﻿Leibnitz,-38.24,179.35,"Planetographic, +East, -180 - 180",1569.5366179539774
﻿Lemaitre,-61.36,-149.98,"Planetographic, +East, -180 - 180",868.4607561476414
﻿Le Monnier,26.66,30.5,"Planetographic, +East, -180 - 180",3537.5220604812785
﻿Lents  Lenz,2.72,-102.3,"Planetographic, +East, -180 - 180",2811.5810513271404
﻿Leonid,38.31,-35.01,"Planetographic, +East, -180 - 180",3890.7890929226205
﻿Leonov,19.07,148.36,"Planetographic, +East, -180 - 180",3307.367830761984
﻿Lepaute,-33.3,-33.69,"Planetographic, +East, -180 - 180",1719.3339690492758
﻿Letronne,-10.5,-42.49,"Planetographic, +East, -180 - 180",2410.706358719884
﻿Leucippus,29.24,-116.41,"Planetographic, +East, -180 - 180",3615.7563045755846
﻿Leuschner,1.67,-109.05,"Planetographic, +East, -180 - 180",2779.741533381783
﻿Lev,12.71,62.21,"Planetographic, +East, -180 - 180",3114.5113220643934
﻿Le Verrier,40.33,-20.61,"Planetographic, +East, -180 - 180",3952.0422607794017
﻿Levi Civita,-23.34,143.14,"Planetographic, +East, -180 - 180",2021.3545392738044
﻿Lewis,-18.51,-114.23,"Planetographic, +East, -180 - 180",2167.8163218224463
﻿Lexell,-35.78,-4.27,"Planetographic, +East, -180 - 180",1644.1320599973849
﻿Ley,42.11,154.84,"Planetographic, +East, -180 - 180",4006.017824534388
﻿Licetus,-47.19,6.54,"Planetographic, +East, -180 - 180",1298.1426316578395
﻿Lichtenberg,31.85,-67.72,"Planetographic, +East, -180 - 180",3694.9002491826145
﻿Lick,12.36,52.84,"Planetographic, +East, -180 - 180",3103.8981494159407
﻿Liebig,-24.35,-48.3,"Planetographic, +East, -180 - 180",1990.7279553454136
﻿Lilius,-54.6,6.09,"Planetographic, +East, -180 - 180",1073.4466050148917
﻿Linda,30.69,-33.38,"Planetographic, +East, -180 - 180",3659.725162690601
﻿Lindbergh,-5.41,52.9,"Planetographic, +East, -180 - 180",2565.052212378805
﻿Lindblad,70.03,-99.22,"Planetographic, +East, -180 - 180",4852.645768376642
﻿Lindenau,-32.35,24.77,"Planetographic, +East, -180 - 180",1748.1411519522178
﻿Lindsay,-7.0,13.01,"Planetographic, +East, -180 - 180",2516.838085204407
﻿Linne,27.75,11.8,"Planetographic, +East, -180 - 180",3570.5745124436016
﻿Liouville,2.73,73.57,"Planetographic, +East, -180 - 180",2811.8842848313816
﻿Lippershey,-25.96,-10.38,"Planetographic, +East, -180 - 180",1941.9073611625324
﻿Lippmann,-55.43,-114.32,"Planetographic, +East, -180 - 180",1048.278224162848
﻿Lipskiy,-2.15,-179.38,"Planetographic, +East, -180 - 180",2663.906334761532
﻿Litke  Lutke,-16.76,123.12,"Planetographic, +East, -180 - 180",2220.8821850647087
﻿Littrow,21.5,31.39,"Planetographic, +East, -180 - 180",3381.0535722926675
﻿Liu Hui,42.88,-52.61,"Planetographic, +East, -180 - 180",4029.366804360983
﻿Lobachevskiy,9.76,113.07,"Planetographic, +East, -180 - 180",3025.0574383131525
﻿Lockyer,-46.27,36.59,"Planetographic, +East, -180 - 180",1326.0401140480567
﻿Lodygin,-17.42,-146.78,"Planetographic, +East, -180 - 180",2200.86877378477
﻿Loewy,-22.69,-32.85,"Planetographic, +East, -180 - 180",2041.0647170495013
﻿Lohrmann,-0.44,-67.38,"Planetographic, +East, -180 - 180",2715.759263986827
﻿Lohse,-13.76,60.31,"Planetographic, +East, -180 - 180",2311.8522363371567
﻿Lomonosov,27.35,98.28,"Planetographic, +East, -180 - 180",3558.445172273942
﻿Longomontanus,-49.55,-21.88,"Planetographic, +East, -180 - 180",1226.5795246568466
﻿Lorentz,34.59,-97.19,"Planetographic, +East, -180 - 180",3777.9862293447836
﻿Louise,28.49,-34.2,"Planetographic, +East, -180 - 180",3593.0137917574725
﻿Louville,44.12,-46.04,"Planetographic, +East, -180 - 180",4066.9677588869286
﻿Love,-6.33,129.17,"Planetographic, +East, -180 - 180",2537.1547299885874
﻿Lovelace,82.08,-109.51,"Planetographic, +East, -180 - 180",5218.042140987644
﻿Lovell,-36.74,-142.47,"Planetographic, +East, -180 - 180",1615.0216435902014
﻿Lowell,-12.97,-103.42,"Planetographic, +East, -180 - 180",2335.807683172234
﻿Lubbock,-3.99,41.79,"Planetographic, +East, -180 - 180",2608.1113699810967
﻿Lubiniezky,-17.88,-23.89,"Planetographic, +East, -180 - 180",2186.920032589661
﻿Lucian,14.34,36.78,"Planetographic, +East, -180 - 180",3163.938383255757
﻿Lucretius,-8.22,-121.24,"Planetographic, +East, -180 - 180",2479.8435976869446
﻿Ludwig,-7.72,97.45,"Planetographic, +East, -180 - 180",2495.00527289902
﻿Lundmark,-38.87,152.56,"Planetographic, +East, -180 - 180",1550.4329071867635
﻿Luther,33.2,24.15,"Planetographic, +East, -180 - 180",3735.836772255216
﻿Lyapunov,26.43,89.36,"Planetographic, +East, -180 - 180",3530.5476898837246
﻿Lyell,13.63,40.56,"Planetographic, +East, -180 - 180",3142.4088044546115
﻿Lyman,-64.96,162.47,"Planetographic, +East, -180 - 180",759.2966946207035
﻿Lyot,-50.47,84.8,"Planetographic, +East, -180 - 180",1198.6820422666294
﻿Mach,18.13,-149.24,"Planetographic, +East, -180 - 180",3278.8638813632833
﻿Maclaurin,-1.92,67.99,"Planetographic, +East, -180 - 180",2670.8807053590867
﻿Maclear,10.52,20.1,"Planetographic, +East, -180 - 180",3048.1031846355054
﻿MacMillan,24.2,-7.85,"Planetographic, +East, -180 - 180",3462.9266184378707
﻿Macrobius,21.26,45.97,"Planetographic, +East, -180 - 180",3373.7759681908715
﻿Madler,-11.04,29.76,"Planetographic, +East, -180 - 180",2394.3317494908433
﻿Maestlin,4.9,-40.72,"Planetographic, +East, -180 - 180",2877.685955251786
﻿Magelhaens,-11.98,44.07,"Planetographic, +East, -180 - 180",2365.8278000921423
﻿Maginus,-50.03,-5.98,"Planetographic, +East, -180 - 180",1212.0243164532546
﻿Main,80.87,10.41,"Planetographic, +East, -180 - 180",5181.350886974421
﻿Mairan,41.6,-43.5,"Planetographic, +East, -180 - 180",3990.552915818071
﻿Maksutov,-40.75,-168.65,"Planetographic, +East, -180 - 180",1493.4250083893621
﻿Malapert,-85.0,11.4,"Planetographic, +East, -180 - 180",151.61675212074724
﻿Malinkin,-87.22,75.94,"Planetographic, +East, -180 - 180",84.29891417913579
﻿Mallet,-45.41,54.05,"Planetographic, +East, -180 - 180",1352.1181954128253
﻿Malyy,22.03,105.56,"Planetographic, +East, -180 - 180",3397.1249480174665
﻿Mandel shtam,5.7,162.39,"Planetographic, +East, -180 - 180",2901.944635591106
﻿M.  Anderson,-41.21,-148.99,"Planetographic, +East, -180 - 180",1479.4762671942535
﻿Manilius,14.45,9.07,"Planetographic, +East, -180 - 180",3167.2739518024127
﻿Manners,4.57,19.99,"Planetographic, +East, -180 - 180",2867.679249611817
﻿Manuel,24.47,11.36,"Planetographic, +East, -180 - 180",3471.1139230523913
﻿Manzinus,-67.51,26.37,"Planetographic, +East, -180 - 180",681.9721510391215
﻿Maraldi,19.36,34.8,"Planetographic, +East, -180 - 180",3316.1616023849874
﻿Marci,22.23,-167.57,"Planetographic, +East, -180 - 180",3403.189618102297
﻿Marconi,-9.48,145.2,"Planetographic, +East, -180 - 180",2441.636176152516
﻿Marco Polo,15.52,-2.05,"Planetographic, +East, -180 - 180",3199.7199367562534
﻿Marinus,-39.38,76.57,"Planetographic, +East, -180 - 180",1534.9679984704467
﻿Mariotte,-28.46,-139.06,"Planetographic, +East, -180 - 180",1866.0989851021595
﻿Marius,11.9,-50.84,"Planetographic, +East, -180 - 180",3089.9494082208325
﻿Markov,53.43,-62.84,"Planetographic, +East, -180 - 180",4349.278151335761
﻿Marth,-31.16,-29.35,"Planetographic, +East, -180 - 180",1784.2259389569556
﻿Marvin,-89.13,-87.78,"Planetographic, +East, -180 - 180",26.381314869010055
﻿Mary,18.93,27.39,"Planetographic, +East, -180 - 180",3303.1225617026034
﻿Maskelyne,2.16,30.04,"Planetographic, +East, -180 - 180",2794.5999750896167
﻿Mason,42.7,30.51,"Planetographic, +East, -180 - 180",4023.908601284636
﻿Maunder,-14.52,-93.88,"Planetographic, +East, -180 - 180",2288.806490014803
﻿Maupertuis,49.7,-27.28,"Planetographic, +East, -180 - 180",4236.172054253683
﻿Maurolycus,-41.77,13.92,"Planetographic, +East, -180 - 180",1462.4951909567292
﻿Maury,37.11,39.69,"Planetographic, +East, -180 - 180",3854.401072413641
﻿Mavis,29.76,-26.36,"Planetographic, +East, -180 - 180",3631.524446796142
﻿Maxwell,29.9,98.53,"Planetographic, +East, -180 - 180",3635.769715855524
﻿McAdie,2.11,92.22,"Planetographic, +East, -180 - 180",2793.0838075684087
﻿McAuliffe,-33.24,-149.77,"Planetographic, +East, -180 - 180",1721.1533700747248
﻿McClure,-15.32,50.24,"Planetographic, +East, -180 - 180",2264.547809675483
﻿McCool,-41.28,-146.26,"Planetographic, +East, -180 - 180",1477.3536326645633
﻿McDonald,30.39,-20.88,"Planetographic, +East, -180 - 180",3650.628157563356
﻿McKellar,-15.72,-170.86,"Planetographic, +East, -180 - 180",2252.418469505824
﻿McLaughlin,47.01,-92.83,"Planetographic, +East, -180 - 180",4154.602241612721
﻿McMath,16.63,-166.09,"Planetographic, +East, -180 - 180",3233.378855727059
﻿McNair,-35.93,-147.95,"Planetographic, +East, -180 - 180",1639.5835574337627
﻿McNally,22.5,-127.65,"Planetographic, +East, -180 - 180",3411.376922716817
